generated,reference,distance,changes,features_comment,features_documented,address
uzaiieirənāi,uzaiieirināi,1,ə to i,,False,"[{'id': 'Y7.8a', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.8a', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.8a', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.8a', 'index': 6}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.8a', 'index': 7}, {'id': 'Y7.8b', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.8b', 'index': 1}]"
frādat̰vīrāi,frādat̰vīrāi,0,,,,"[{'id': 'Y7.8b', 'index': 2}, {'id': 'Y7.8b', 'index': 3}]"
dax́iiumāica,dax́iiumāica,0,,,,"[{'id': 'Y7.8b', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.8b', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.8b', 'index': 6}, {'id': 'Y7.8b', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.8b', 'index': 8}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.8b', 'index': 9}, {'id': 'Y7.8c', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.8c', 'index': 1}]"
bərəzatō,bərəzatō,0,,,,"[{'id': 'Y7.8c', 'index': 2}, {'id': 'Y7.8c', 'index': 3}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y7.8c', 'index': 4}]"
nafəδrō,nafəδrō,0,,,,"[{'id': 'Y7.8c', 'index': 5}]"
apąm,apąm,0,,,,"[{'id': 'Y7.8c', 'index': 6}]"
apasca,apasca,0,,,,"[{'id': 'Y7.8c', 'index': 7}]"
mazdaδātaiiā̊,mazdaδātaiiā̊,0,,,,"[{'id': 'Y7.8c', 'index': 8}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.8c', 'index': 9}, {'id': 'Y7.9a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.9a', 'index': 1}]"
aiβisrīϑrəmāi,aiβisrūϑrimāi,2,"ī to ū, ə to i",,False,"[{'id': 'Y7.9a', 'index': 2}]"
aibigaiiāi,aibigaiiāi,0,,,,"[{'id': 'Y7.9a', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.9a', 'index': 4}, {'id': 'Y7.9a', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.9a', 'index': 6}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.9a', 'index': 7}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.9a', 'index': 8}, {'id': 'Y7.9b', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.9b', 'index': 1}]"
frādat̰vīspąmhujiiāitə̄e,frādat̰vīspąmhujiiātə̄e,1,āi to ā,,False,"[{'id': 'Y7.9b', 'index': 2}]"
zaraϑuštrōtəmāica,zaraϑuštrōtəmāica,0,,,,"[{'id': 'Y7.9b', 'index': 3}, {'id': 'Y7.9b', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.9b', 'index': 5}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.9b', 'index': 7}, {'id': 'Y7.9c', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.9c', 'index': 1}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,,,,"[{'id': 'Y7.9c', 'index': 2}]"
frauuaṣ̌anąm,frauuaṣ̌inąm,1,a to i,,False,"[{'id': 'Y7.9c', 'index': 3}]"
γə̄nąnąmca,γə̄nąnąmca,0,,,,"[{'id': 'Y7.9c', 'index': 4}]"
vīrōvąϑβanąm,vīrōvąϑβanąm,0,,,,"[{'id': 'Y7.9c', 'index': 5}, {'id': 'Y7.9c', 'index': 6}]"
yāiriiaiiā̊sca,yāiriiaiiā̊sca,0,,,,"[{'id': 'Y7.9c', 'index': 7}]"
hušətōiš,hušitōiš,1,ə to i,,False,"[{'id': 'Y7.9c', 'index': 8}, {'id': 'Y7.9c', 'index': 9}]"
amaheca,amaheca,0,,,,"[{'id': 'Y7.9c', 'index': 10}]"
hutāštahe,hutāštahe,0,,,,"[{'id': 'Y7.9c', 'index': 11}]"
uraōδahe,raōδahe,1,u inserted,"u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y7.9c', 'index': 12}, {'id': 'Y7.9c', 'index': 13}]"
vərəϑraγnaheca,vərəϑraγnaheca,0,,,,"[{'id': 'Y7.9c', 'index': 14}]"
ahuraδātahe,ahuraδātahe,0,,,,"[{'id': 'Y7.9c', 'index': 15}]"
vanaiṇtiiā̊sca,vanaiṇtiiā̊sca,0,,,,"[{'id': 'Y7.9c', 'index': 16}]"
uparatātō,uparatātō,0,,,,"[{'id': 'Y7.9c', 'index': 17}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.10a', 'index': 0}, {'id': 'Y7.10a', 'index': 1}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.10a', 'index': 2}]"
ušahināi,ušahināi,0,,,,"[{'id': 'Y7.10a', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.10a', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.10a', 'index': 4.5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.10a', 'index': 5}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.10a', 'index': 6}, {'id': 'Y7.10b', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.10b', 'index': 1}]"
bərəjiiāi,bərəjiiāi,0,,,,"[{'id': 'Y7.10b', 'index': 2}, {'id': 'Y7.10b', 'index': 3}]"
nmānaiiāica,nmāńiiāica,2,"n to ń, ai to ii, i inserted",,False,"[{'id': 'Y7.10b', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.10b', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.10b', 'index': 6}, {'id': 'Y7.10b', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.10b', 'index': 8}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.10b', 'index': 9}, {'id': 'Y7.10c', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.10c', 'index': 1}]"
sraōšahe,sraōšahe,0,,,,"[{'id': 'Y7.10c', 'index': 2}, {'id': 'Y7.10c', 'index': 3}]"
aṣ̌iiehe,aṣ̌iiehe,0,,,,"[{'id': 'Y7.10c', 'index': 4}]"
aṣ̌auuatō,aṣ̌auuanō,1,t to n,,False,"[{'id': 'Y7.10c', 'index': 5}]"
vərəϑrājanō,vərəϑrājanō,0,,,,"[{'id': 'Y7.10c', 'index': 6}, {'id': 'Y7.10c', 'index': 7}]"
frādat̰gaēϑahe,frādat̰gaēϑahe,0,,,,"[{'id': 'Y7.10c', 'index': 8}]"
rašnōiš,rašnaōš,2,ōi to aō,,False,"[{'id': 'Y7.10c', 'index': 9}]"
razištahe,razištahe,0,,,,"[{'id': 'Y7.10c', 'index': 10}, {'id': 'Y7.10c', 'index': 11}]"
arəštātasca,arštātasca,1,ə inserted,,False,"[{'id': 'Y7.10c', 'index': 12}]"
frādat̰gaēϑaiiā̊,frādat̰gaēϑaiiā̊,0,,,,"[{'id': 'Y7.10c', 'index': 13}, {'id': 'Y7.10c', 'index': 14}]"
varədat̰gaēϑaiiā̊,varədat̰gaēϑaiiā̊,0,,,,"[{'id': 'Y7.10c', 'index': 15}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.10c', 'index': 16}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.11a', 'index': 0}]"
māhiiaēibiiō,māhiiaēibiiō,0,,,,"[{'id': 'Y7.11a', 'index': 1}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.11a', 'index': 2}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y7.11a', 'index': 3}, {'id': 'Y7.11a', 'index': 4}]"
aṇtarəmā̊ŋhāi,aṇtarəmā̊ŋhāi,0,,,,"[{'id': 'Y7.11a', 'index': 5}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.11a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.11a', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.11a', 'index': 8}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.11a', 'index': 9}, {'id': 'Y7.11b', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.11b', 'index': 1}]"
pərənōmā̊ŋhāi,pərənōmā̊ŋhāi,0,,,,"[{'id': 'Y7.11b', 'index': 2}, {'id': 'Y7.11b', 'index': 3}]"
vīšaptaϑāica,vīšaptaϑāica,0,,,,"[{'id': 'Y7.11b', 'index': 4}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.11b', 'index': 5}, {'id': 'Y7.11b', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.11b', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.11b', 'index': 8}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.11b', 'index': 9}, {'id': 'Y7.12a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.12a', 'index': 1}, {'id': 'Y7.12a', 'index': 2}]"
yāiriiaēibiiō,yāiriiaēibiiō,0,,,,"[{'id': 'Y7.12a', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12a', 'index': 4}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y7.12a', 'index': 5}]"
maiδiiōizarəmiiāi,maiδiiōizarəmaiiāi,1,"ii to ai, i deleted",,False,"[{'id': 'Y7.12a', 'index': 5.5}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.12a', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12a', 'index': 7}, {'id': 'Y7.12a', 'index': 8}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.12a', 'index': 9}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.12a', 'index': 10}, {'id': 'Y7.12b', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.12b', 'index': 1}]"
maiδiiōišəmāi,maiδiiōišəmāi,0,,,,"[{'id': 'Y7.12b', 'index': 2}, {'id': 'Y7.12b', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.12b', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12b', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.12b', 'index': 6}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.12b', 'index': 7}, {'id': 'Y7.12c', 'index': 0}, {'id': 'Y7.12c', 'index': 1}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.12c', 'index': 2}]"
paitišahiiāi,paitišhahiiāi,1,h deleted,,False,"[{'id': 'Y7.12c', 'index': 3}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.12c', 'index': 4}, {'id': 'Y7.12c', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12c', 'index': 6}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.12c', 'index': 7}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.12c', 'index': 8}, {'id': 'Y7.12d', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.12d', 'index': 1}]"
aiiāϑrəmāi,aiiāϑrimāi,1,ə to i,,False,"[{'id': 'Y7.12d', 'index': 2}]"
fraōuruuaēštrəmāi,fraōuruuaēštrimāi,1,ə to i,,False,"[{'id': 'Y7.12d', 'index': 3}]"
varəšniharəštāica,varšniharštāica,2,"ə inserted, ə inserted",,False,"[{'id': 'Y7.12d', 'index': 4}, {'id': 'Y7.12d', 'index': 5}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.12d', 'index': 6}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12d', 'index': 7}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.12d', 'index': 8}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.12d', 'index': 9}, {'id': 'Y7.12e', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.12e', 'index': 1}]"
maiδiiāiriiāi,maiδiiāiriiāi,0,,,,"[{'id': 'Y7.12e', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.12e', 'index': 3}, {'id': 'Y7.12e', 'index': 4}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12e', 'index': 5}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.12e', 'index': 6}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.12e', 'index': 7}, {'id': 'Y7.12f', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.12f', 'index': 1}]"
hamaspaϑmaēdiiāi,hamaspaϑmaēdaiiāi,1,"ii to ai, i deleted",,False,"[{'id': 'Y7.12f', 'index': 2}]"
aṣ̌aōne,aṣ̌aōne,0,,,,"[{'id': 'Y7.12f', 'index': 3}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12f', 'index': 4}]"
raϑβe,raϑβe,0,,,,"[{'id': 'Y7.12f', 'index': 5}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.12f', 'index': 6}, {'id': 'Y7.12g', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.12g', 'index': 1}]"
sarəδaēibiiō,sarəδaēibiiō,0,,,,"[{'id': 'Y7.12g', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.12g', 'index': 3}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y7.12g', 'index': 4}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.12g', 'index': 5}, {'id': 'Y7.13a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.13a', 'index': 1}]"
vīspaēibiiō,vīspaēibiiō,0,,,,"[{'id': 'Y7.13a', 'index': 2}, {'id': 'Y7.13a', 'index': 3}]"
aēibiiō,aēibiiō,0,,,,"[{'id': 'Y7.13a', 'index': 4}]"
ratubiiō,ratubiiō,0,,,,"[{'id': 'Y7.13a', 'index': 5}]"
yōi,yōi,0,,,,"[{'id': 'Y7.13a', 'index': 6}]"
həṇti,həṇti,0,,,,"[{'id': 'Y7.13a', 'index': 7}, {'id': 'Y7.13a', 'index': 8}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.13a', 'index': 9}]"
ratauuō,ratauuō,0,,,,"[{'id': 'Y7.13a', 'index': 10}]"
ϑrəiiasca,ϑraiiasca,1,"ə to ai, ii to i",,False,"[{'id': 'Y7.13a', 'index': 11}]"
ϑrəsąsca,ϑrisąsca,1,ə to i,,False,"[{'id': 'Y7.13a', 'index': 12}, {'id': 'Y7.13a', 'index': 13}]"
nazdišta,nazdišta,0,,,,"[{'id': 'Y7.13a', 'index': 14}]"
pairəšhāuuanaiiō,pairišhāuuanaiiō,1,ə to i,,False,"[{'id': 'Y7.13a', 'index': 15}, {'id': 'Y7.13a', 'index': 16}]"
yōi,yōi,0,,,,"[{'id': 'Y7.13a', 'index': 17}]"
həṇti,həṇti,0,,,,"[{'id': 'Y7.13a', 'index': 18}]"
aṣ̌ahe,aṣ̌ahe,0,,,,"[{'id': 'Y7.13a', 'index': 19}]"
yat̰,yat̰,0,,,,"[{'id': 'Y7.13a', 'index': 20}]"
vahištahe,vahištahe,0,,,,"[{'id': 'Y7.13a', 'index': 21}, {'id': 'Y7.13a', 'index': 22}]"
mazdōfrasāsta,mazdōfrasāsta,0,,,,"[{'id': 'Y7.13a', 'index': 23}]"
zaraϑuštrōfraōxta,zaraϑuštrōfraōxta,0,,,,"[{'id': 'Y7.13a', 'index': 24}, {'id': 'Y7.13a', 'index': 25}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.13a', 'index': 26}, {'id': 'Y7.14a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.14a', 'index': 1}]"
ahuraēibiia,ahuraēibiia,0,,,,"[{'id': 'Y7.14a', 'index': 2}, {'id': 'Y7.14a', 'index': 3}]"
miϑraēiia,miϑraēibiia,2,"i deleted, b deleted",[UNSUPPORTED] Not documented.,True,"[{'id': 'Y7.14a', 'index': 4}]"
bərəzaṇbiia,bərəzaṇbiia,0,,,,"[{'id': 'Y7.14a', 'index': 5}]"
aiϑiiejaŋhaēibiia,aiϑiiejaŋhaēibiia,0,,,,"[{'id': 'Y7.14a', 'index': 6}, {'id': 'Y7.14a', 'index': 7}]"
aṣ̌auuanaēibiia,aṣ̌auuanaēibiia,0,,,,"[{'id': 'Y7.14a', 'index': 8}]"
stārąmca,stārąmca,0,,,,"[{'id': 'Y7.14a', 'index': 9}, {'id': 'Y7.14a', 'index': 10}]"
spəṇtōmaińiiauuanąm,spəṇtōmaińiiauuanąm,0,,,,"[{'id': 'Y7.14a', 'index': 11}]"
dāmanąm,dāmanąm,0,,,,"[{'id': 'Y7.14a', 'index': 12}, {'id': 'Y7.14a', 'index': 13}]"
tištriieheca,tištriieheca,0,,,,"[{'id': 'Y7.14a', 'index': 14}]"
stārō,stārō,0,,,,"[{'id': 'Y7.14a', 'index': 15}]"
raēuuatō,raēuuatō,0,,,,"[{'id': 'Y7.14a', 'index': 16}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,ŋ to ŋᵛ,,False,"[{'id': 'Y7.14a', 'index': 17}]"
mā̊ŋhaheca,mā̊ŋhaheca,0,,,,"[{'id': 'Y7.14a', 'index': 18}]"
gaōciϑrahe,gaōciϑrahe,0,,,,"[{'id': 'Y7.14a', 'index': 19}, {'id': 'Y7.14a', 'index': 20}]"
huuarəca,huuarəca,0,,,,"[{'id': 'Y7.14a', 'index': 21}]"
xšaētahe,xšaētahe,0,,,,"[{'id': 'Y7.14a', 'index': 22}]"
auruuat̰aspahe,auruuat̰aspahe,0,,,,"[{'id': 'Y7.14a', 'index': 23}, {'id': 'Y7.14a', 'index': 24}]"
dōiϑrahe,dōiϑrahe,0,,,,"[{'id': 'Y7.14a', 'index': 25}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y7.14a', 'index': 26}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y7.14a', 'index': 27}]"
miϑrahe,miϑrahe,0,,,,"[{'id': 'Y7.14a', 'index': 28}]"
dax́iiunąm,dax́iiunąm,0,,,,"[{'id': 'Y7.14a', 'index': 29}]"
daŋ́hupatōiš,daiŋ́hupatōiš,1,a to ai,,False,"[{'id': 'Y7.14a', 'index': 30}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.14a', 'index': 31}, {'id': 'Y7.15a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.15a', 'index': 1}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.15a', 'index': 2}, {'id': 'Y7.16a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.16a', 'index': 1}]"
tauua,tauua,0,,,,"[{'id': 'Y7.16a', 'index': 2}]"
āϑrō,āϑrō,0,,,,"[{'id': 'Y7.16a', 'index': 3}]"
ahurahe,ahurahe,0,,,,"[{'id': 'Y7.16a', 'index': 4}, {'id': 'Y7.16a', 'index': 5}]"
mazdā̊,mazdā̊,0,,,,"[{'id': 'Y7.16a', 'index': 6}]"
puϑra,puϑra,0,,,,"[{'id': 'Y7.16a', 'index': 7}]"
mat̰,mat̰,0,,,,"[{'id': 'Y7.16a', 'index': 8}]"
vīspaēibiiō,vīspaēibiiō,0,,,,"[{'id': 'Y7.16a', 'index': 9}]"
ātərəbiiō,ātərəbiiō,0,,,,"[{'id': 'Y7.16b', 'index': 0}, {'id': 'Y7.16a', 'index': 9.5}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.16a', 'index': 10}, {'id': 'Y7.16b', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.16b', 'index': 1}]"
aiβiiō,aiβiiō,0,,,,"[{'id': 'Y7.16b', 'index': 2}]"
vaŋhaēibiiō,vaŋᵛhībiiō,3,"ŋ to ŋᵛ, aē to ī, i inserted",,False,"[{'id': 'Y7.16b', 'index': 3}]"
vīspanąmca,vīspanąmca,0,,,,"[{'id': 'Y7.16b', 'index': 4}]"
apąm,apąm,0,,,,"[{'id': 'Y7.16b', 'index': 5}]"
mazdaδātanąm,mazdaδātanąm,0,,,,"[{'id': 'Y7.16b', 'index': 6}]"
vīspanąmca,vīspanąmca,0,,,,"[{'id': 'Y7.16b', 'index': 7}]"
uruuaranąm,uruuaranąm,0,,,,"[{'id': 'Y7.16b', 'index': 8}, {'id': 'Y7.16b', 'index': 9}]"
mazdaδātanąm,mazdaδātanąm,0,,,,"[{'id': 'Y7.16b', 'index': 10}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.16b', 'index': 11}, {'id': 'Y7.17a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.17a', 'index': 1}, {'id': 'Y7.17a', 'index': 2}]"
mąϑrahe,mąϑrahe,0,,,,"[{'id': 'Y7.17a', 'index': 3}]"
spəṇtahe,spəṇtahe,0,,,,"[{'id': 'Y7.17a', 'index': 4}]"
aṣ̌aōnō,aṣ̌aōnō,0,,,,"[{'id': 'Y7.17a', 'index': 5}]"
vərəziiaŋhahe,vərəziiaŋᵛhahe,1,ŋ to ŋᵛ,,False,"[{'id': 'Y7.17a', 'index': 5.5}]"
dātahe,dātahe,0,,,,"[{'id': 'Y7.17a', 'index': 6}]"
vīdaēuuahe,vīdaēuuahe,0,,,,"[{'id': 'Y7.17a', 'index': 7}]"
dātahe,dātahe,0,,,,"[{'id': 'Y7.17a', 'index': 8}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,,,,"[{'id': 'Y7.17a', 'index': 9}]"
darəγaiiā̊,darəγaiiā̊,0,,,,"[{'id': 'Y7.17a', 'index': 10}]"
upaiianaiiā̊,upaiianaiiā̊,0,,,,"[{'id': 'Y7.17a', 'index': 11}]"
daēnaiiā̊,daēnaiiā̊,0,,,,"[{'id': 'Y7.17a', 'index': 12}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,,,,"[{'id': 'Y7.17a', 'index': 13}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,,,,"[{'id': 'Y7.17a', 'index': 14}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.17a', 'index': 15}, {'id': 'Y7.18a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.18a', 'index': 1}]"
garōiš,garōiš,0,,,,"[{'id': 'Y7.18a', 'index': 2}, {'id': 'Y7.18a', 'index': 3}]"
ušidarənahe,ušidarənahe,0,,,,"[{'id': 'Y7.18a', 'index': 4}]"
mazdaδātahe,mazdaδātahe,0,,,,"[{'id': 'Y7.18a', 'index': 5}]"
aṣ̌axᵛāϑrahe,aṣ̌axᵛāϑrahe,0,,,,"[{'id': 'Y7.18a', 'index': 5.5}]"
vīspaēšąmca,vīspaēšąmca,0,,,,"[{'id': 'Y7.18a', 'index': 6}]"
gairənąm,gairinąm,1,ə to i,,False,"[{'id': 'Y7.18a', 'index': 7}, {'id': 'Y7.18a', 'index': 8}]"
aṣ̌axᵛāϑranąm,aṣ̌axᵛāϑranąm,0,,,,"[{'id': 'Y7.18a', 'index': 9}]"
paōuruxᵛāϑraṇam,pouruxᵛāϑraṇam,2,"aō to ou, u inserted","u inserted epenthetically, e.g., ŋuh for ŋᵛh.",True,"[{'id': 'Y7.18a', 'index': 10}, {'id': 'Y7.18a', 'index': 11}]"
mazdaδātanąm,mazdaδātanąm,0,,,,"[{'id': 'Y7.18a', 'index': 12}]"
kāuuaiieheca,kāuuaiieheca,0,,,,"[{'id': 'Y7.18a', 'index': 13}, {'id': 'Y7.18b', 'index': 0}, {'id': 'Y7.18b', 'index': 1}]"
xᵛarənaŋhō,xᵛarənaŋhō,0,,,,"[{'id': 'Y7.18b', 'index': 2}]"
mazdaδātahe,mazdaδātahe,0,,,,"[{'id': 'Y7.18b', 'index': 3}]"
axᵛarətaheca,axᵛarətaheca,0,,,,"[{'id': 'Y7.18b', 'index': 4}]"
xᵛarənaŋhō,xᵛarənaŋhō,0,,,,"[{'id': 'Y7.18b', 'index': 5}]"
sauuaŋhō,sauuaŋhō,0,,,,"[{'id': 'Y7.18b', 'index': 6}]"
sauuaŋhō,sauuaŋhō,0,,,,"[{'id': 'Y7.18b', 'index': 7}]"
mazdaδātahe,mazdaδātahe,0,,,,"[{'id': 'Y7.18b', 'index': 8}, {'id': 'Y7.18b', 'index': 9}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.18b', 'index': 10}, {'id': 'Y7.18c', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.18c', 'index': 1}]"
aṣ̌aōiš,aṣ̌ōiš,1,"aō to ōi, i inserted",,False,"[{'id': 'Y7.18c', 'index': 2}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,,,,"[{'id': 'Y7.18c', 'index': 3}]"
cistōiš,cistōiš,0,,,,"[{'id': 'Y7.18c', 'index': 4}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,,,,"[{'id': 'Y7.18c', 'index': 5}]"
ərəϑə̄e,ərəϑə̄,1,e inserted,,False,"[{'id': 'Y7.18c', 'index': 6}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,,,,"[{'id': 'Y7.18c', 'index': 7}]"
rasąstātō,rasąstātō,0,,,,"[{'id': 'Y7.18c', 'index': 8}]"
vaŋᵛhuiiā̊,vaŋhuiiā̊,1,ŋᵛ to ŋ,,False,"[{'id': 'Y7.18c', 'index': 9}, {'id': 'Y7.18c', 'index': 10}]"
xᵛarənaŋhō,xᵛarənaŋhō,0,,,,"[{'id': 'Y7.18c', 'index': 11}]"
sauuaŋhō,sauuaŋhō,0,,,,"[{'id': 'Y7.18c', 'index': 12}]"
mazdaδātahe,mazdaδātahe,0,,,,"[{'id': 'Y7.18c', 'index': 13}, {'id': 'Y7.18c', 'index': 14}]"
aṣ̌aiia,aṣ̌aiia,0,,,,"[{'id': 'Y7.18c', 'index': 15}, {'id': 'Y7.19a', 'index': 0}]"
daδąmi,daδąmi,0,,,,"[{'id': 'Y7.19a', 'index': 1}]"
daɱiiā̊,daɱaiiā̊,1,"ii to ai, i deleted",,False,"[{'id': 'Y7.19a', 'index': 2}]"
